Выборка банков;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
№;Наименование;Регистрационный номер;Наименование полное;Адрес (место нахождения);Руководитель ФИО;Дата регистрации;Возраст банка;Дата ликвидации;Статус;Банковский идентификационный номер;Регион регистрации;Организационно-правовая форма;Форма собственности;Уставный капитал, RUB;Комментарий;Важная информация;2018 - 2мес., Чистые активы, RUB;2018 - 3мес., Чистые активы, RUB;2018 - 4мес., Чистые активы, RUB;2018 - 5мес., Чистые активы, RUB;2018 - 6мес., Чистые активы, RUB;2018 - 7мес., Чистые активы, RUB;2018 - 8мес., Чистые активы, RUB;2018 - 9мес., Чистые активы, RUB;2018 - 10мес., Чистые активы, RUB;2018 - 11мес., Чистые активы, RUB;2018 - 12мес., Чистые активы, RUB;2019 - 1мес., Чистые активы, RUB;2018 - 2мес., Счета в Банке России, RUB;2018 - 3мес., Счета в Банке России, RUB;2018 - 4мес., Счета в Банке России, RUB;2018 - 5мес., Счета в Банке России, RUB;2018 - 6мес., Счета в Банке России, RUB;2018 - 7мес., Счета в Банке России, RUB;2018 - 8мес., Счета в Банке России, RUB;2018 - 9мес., Счета в Банке России, RUB;2018 - 10мес., Счета в Банке России, RUB;2018 - 11мес., Счета в Банке России, RUB;2018 - 12мес., Счета в Банке России, RUB;2019 - 1мес., Счета в Банке России, RUB;2018 - 2мес., Коррсчета (НОСТРО), RUB;2018 - 3мес., Коррсчета (НОСТРО), RUB;2018 - 4мес., Коррсчета (НОСТРО), RUB;2018 - 5мес., Коррсчета (НОСТРО), RUB;2018 - 6мес., Коррсчета (НОСТРО), RUB;2018 - 7мес., Коррсчета (НОСТРО), RUB;2018 - 8мес., Коррсчета (НОСТРО), RUB;2018 - 9мес., Коррсчета (НОСТРО), RUB;2018 - 10мес., Коррсчета (НОСТРО), RUB;2018 - 11мес., Коррсчета (НОСТРО), RUB;2018 - 12мес., Коррсчета (НОСТРО), RUB;2019 - 1мес., Коррсчета (НОСТРО), RUB;2018 - 2мес., Ценные бумаги, RUB;2018 - 3мес., Ценные бумаги, RUB;2018 - 4мес., Ценные бумаги, RUB;2018 - 5мес., Ценные бумаги, RUB;2018 - 6мес., Ценные бумаги, RUB;2018 - 7мес., Ценные бумаги, RUB;2018 - 8мес., Ценные бумаги, RUB;2018 - 9мес., Ценные бумаги, RUB;2018 - 10мес., Ценные бумаги, RUB;2018 - 11мес., Ценные бумаги, RUB;2018 - 12мес., Ценные бумаги, RUB;2019 - 1мес., Ценные бумаги, RUB;2018 - 2мес., Кредиты, RUB;2018 - 3мес., Кредиты, RUB;2018 - 4мес., Кредиты, RUB;2018 - 5мес., Кредиты, RUB;2018 - 6мес., Кредиты, RUB;2018 - 7мес., Кредиты, RUB;2018 - 8мес., Кредиты, RUB;2018 - 9мес., Кредиты, RUB;2018 - 10мес., Кредиты, RUB;2018 - 11мес., Кредиты, RUB;2018 - 12мес., Кредиты, RUB;2019 - 1мес., Кредиты, RUB;2018 - 2мес., Кредиты организациям, RUB;2018 - 3мес., Кредиты организациям, RUB;2018 - 4мес., Кредиты организациям, RUB;2018 - 5мес., Кредиты организациям, RUB;2018 - 6мес., Кредиты организациям, RUB;2018 - 7мес., Кредиты организациям, RUB;2018 - 8мес., Кредиты организациям, RUB;2018 - 9мес., Кредиты организациям, RUB;2018 - 10мес., Кредиты организациям, RUB;2018 - 11мес., Кредиты организациям, RUB;2018 - 12мес., Кредиты организациям, RUB;2019 - 1мес., Кредиты организациям, RUB;2018 - 2мес., Кредиты физическим лицам, RUB;2018 - 3мес., Кредиты физическим лицам, RUB;2018 - 4мес., Кредиты физическим лицам, RUB;2018 - 5мес., Кредиты физическим лицам, RUB;2018 - 6мес., Кредиты физическим лицам, RUB;2018 - 7мес., Кредиты физическим лицам, RUB;2018 - 8мес., Кредиты физическим лицам, RUB;2018 - 9мес., Кредиты физическим лицам, RUB;2018 - 10мес., Кредиты физическим лицам, RUB;2018 - 11мес., Кредиты физическим лицам, RUB;2018 - 12мес., Кредиты физическим лицам, RUB;2019 - 1мес., Кредиты физическим лицам, RUB;2018 - 2мес., Кредиты другим банкам (МБК), RUB;2018 - 3мес., Кредиты другим банкам (МБК), RUB;2018 - 4мес., Кредиты другим банкам (МБК), RUB;2018 - 5мес., Кредиты другим банкам (МБК), RUB;2018 - 6мес., Кредиты другим банкам (МБК), RUB;2018 - 7мес., Кредиты другим банкам (МБК), RUB;2018 - 8мес., Кредиты другим банкам (МБК), RUB;2018 - 9мес., Кредиты другим банкам (МБК), RUB;2018 - 10мес., Кредиты другим банкам (МБК), RUB;2018 - 11мес., Кредиты другим банкам (МБК), RUB;2018 - 12мес., Кредиты другим банкам (МБК), RUB;2019 - 1мес., Кредиты другим банкам (МБК), RUB;2018 - 2мес., Основные средства, RUB;2018 - 3мес., Основные средства, RUB;2018 - 4мес., Основные средства, RUB;2018 - 5мес., Основные средства, RUB;2018 - 6мес., Основные средства, RUB;2018 - 7мес., Основные средства, RUB;2018 - 8мес., Основные средства, RUB;2018 - 9мес., Основные средства, RUB;2018 - 10мес., Основные средства, RUB;2018 - 11мес., Основные средства, RUB;2018 - 12мес., Основные средства, RUB;2019 - 1мес., Основные средства, RUB;2018 - 2мес., Учтённые векселя, RUB;2018 - 3мес., Учтённые векселя, RUB;2018 - 4мес., Учтённые векселя, RUB;2018 - 5мес., Учтённые векселя, RUB;2018 - 6мес., Учтённые векселя, RUB;2018 - 7мес., Учтённые векселя, RUB;2018 - 8мес., Учтённые векселя, RUB;2018 - 9мес., Учтённые векселя, RUB;2018 - 10мес., Учтённые векселя, RUB;2018 - 11мес., Учтённые векселя, RUB;2018 - 12мес., Учтённые векселя, RUB;2019 - 1мес., Учтённые векселя, RUB
11;АНЕЛИК РУ, ООО КБ;3443;"КОММЕРЧЕСКИЙ БАНК ""АНЕЛИК РУ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";125040, г. Москва, ул. Ямского Поля 1-Я, д. 19 корп. 1 офис 206;Леванов Виталий Алексеевич;05.09.2003;15,5;;Ликвидируется;044525616;Москва;Общества с ограниченной ответственностью;Собственность иностранных юридических лиц;19 000 000;;Находится в стадии ликвидации от 11.01.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 09.08.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;БАНК РБ, ООО;1910;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАНК РАЗВИТИЯ БИЗНЕСА""";650055, Кемеровская обл., г. Кемерово, проспект Ленина, д. 33 корп. 2 офис 311;Селезнев Михаил Игоревич;01.06.1992;26,5;;Ликвидируется;043207776;Кемеровская область;Общества с ограниченной ответственностью;Частная собственность;24 000 000;;Находится в стадии ликвидации от 18.11.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;ДОНБАНК, ОАО КБ;2984;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""ДОНСКОЙ ИНВЕСТИЦИОННЫЙ БАНК""";347810, Ростовская обл, г. Каменск-Шахтинский, проспект Карла Маркса, д. 31/33;Корнев Анатолий Анатольевич;19.07.1994;24,5;;Ликвидируется;046014339;Ростовская область;Публичные акционерные общества;Иная смешанная российская собственность;25 751 065;;Находится в стадии ликвидации от 28.03.2011, Отозвана Генеральная лицензия на осуществление банковских операций от 21.12.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 31.01.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;СДБ (ООО), КОММЕРЧЕСКИЙ БАНК;3272;"КОММЕРЧЕСКИЙ БАНК ""САХАДАЙМОНДБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";101000, г. Москва, пер. Колпачный, д. 9 корп. 1;Леванов Виталий Алексеевич;09.10.1995;23,5;;Ликвидируется;044525844;Москва;Общества с ограниченной ответственностью;Смешанная российская собственность с долей собственности субъектов Российской Федерации;29 700 000;;Находится в стадии ликвидации от 07.04.2011, Отозвана Генеральная лицензия на осуществление банковских операций от 30.09.2010, Решение о признании банка банкротом (о принудительной ликвидации) от 01.03.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;МИЛБАНК, ООО КБ;3256;"КОММЕРЧЕСКИЙ БАНК ""МИЛБАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";127055, г. Москва, ул. Новослободская, д. 20;Валлен Олег Эрлинович;03.07.1995;23,5;;Ликвидируется;044525304;Москва;Общества с ограниченной ответственностью;Частная собственность;31 500 000;;Находится в стадии ликвидации от 06.06.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 26.02.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;КРОССИНВЕСТБАНК (ОАО), АКБ;2849;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""КРОССИНВЕСТБАНК"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";117105, г. Москва, набережная Новоданиловская, д. 4А(Бизнес-центр «Новоданиловский Дом»);Баклицкий Денис Николаевич;17.05.1994;24,5;;Ликвидируется;044525246;Москва;Публичные акционерные общества;Частная собственность;32 000 000;;Находится в стадии ликвидации от 01.07.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 11.04.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;БАНК24.РУ (ОАО);2227;"""БАНК24.РУ"" (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";125047, г. Москва, ул. Тверская-Ямская 1-Я, д. 26;Сергеев Андрей Николаевич;19.11.1992;26,0;;Ликвидируется;044525093;Москва;Публичные акционерные общества;Совместная частная и иностранная собственность;32 200 000;;Находится в стадии ликвидации от 09.12.2014, Отозвана Генеральная лицензия на осуществление банковских операций от 16.09.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;НКО ПАРИТЕТ, ООО;1860;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""ПАРИТЕТ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";117209, г. Москва, ул. Зюзинская, д. 6 корп. 2(Бизнес-центр);Мащев Александр Борисович;23.03.1992;27,0;;Ликвидируется;044525143;Москва;Общества с ограниченной ответственностью;Частная собственность;33 500 000;;Находится в стадии ликвидации от 21.02.2014, Решение о признании должника банкротом и открытии конкурсного производства от 01.02.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;БАНК ПРЕМЬЕР КРЕДИТ, ПАО;1663;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ПРЕМЬЕР КРЕДИТ""";111250, г. Москва, ул. Солдатская, д. 8 корп. 1;Пастушенко Дмитрий Сергеевич;16.12.1991;27,0;;Ликвидируется;044525899;Москва;Публичные акционерные общества;Частная собственность;35 000 000;;Находится в стадии ликвидации от 15.09.2017, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 10.07.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;МЕЖДУНАРОДНЫЙ ТОРГОВО-ПРОМЫШЛЕННЫЙ БАНК, ОАО;1203;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЙ ТОРГОВО-ПРОМЫШЛЕННЫЙ БАНК""";170001, Тверская обл, г. Тверь, ул. Спартака, д. 47;Управляющая компания АГЕНТСТВО ПО СТРАХОВАНИЮ ВКЛАДОВ, ГОСУДАРСТВЕННАЯ КОРПОРАЦИЯ;14.12.1990;28,0;;Ликвидируется;042809990;Тверская область;Публичные акционерные общества;Смешанная российская собственность с долей федеральной собственности;36 000 000;;Находится в стадии ликвидации от 15.08.2011, Отозвана Генеральная лицензия на осуществление банковских операций от 05.05.2011, Решение о признании должника банкротом и открытии конкурсного производства от 04.07.2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;БАНК ЕКАТЕРИНИНСКИЙ, ПАО;2167;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРО-ПРОМЫШЛЕННЫЙ БАНК ЕКАТЕРИНИНСКИЙ""";115035, г. Москва, набережная Кадашёвская, д. 32/2 стр. 1;Баклицкий Денис Николаевич;30.11.1992;26,0;;Ликвидируется;044525244;Москва;Публичные акционерные общества;Частная собственность;39 870 000;;Находится в стадии ликвидации от 14.07.2016, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 17.03.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;ЗЕРНОБАНК, АО;2337;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗЕРНОБАНК""";656056, Алтайский кр, г. Барнаул, ул. Анатолия, д. 6;Майоров Денис Владимирович;03.12.1998;20,0;;Ликвидируется;040173754;Алтайский край;Непубличные акционерные общества;Частная собственность;40 146 000;;Находится в стадии ликвидации от 22.12.2015, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 24.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;МИГОМ, НКО ЗАО;3323;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МИГОМ""";119334, г. Москва, проезд Донской 5-Й, д. 21Б стр. 10;Леванов Виталий Алексеевич;26.12.1997;21,0;;Ликвидируется;044525100;Москва;Непубличные акционерные общества;Частная собственность;50 752 500;;Находится в стадии ликвидации от 22.09.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;ЛИДЕР, НКО АО;3304;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛИДЕР""";127015, г. Москва, ул. Бутырская, д. 77(Бизнес-центр «Диагональ Хаус»);Коваль Андрей Михайлович;05.09.1996;22,5;;Ликвидируется;044525497;Москва;Непубличные акционерные общества;Частная собственность;52 000 000;;Находится в стадии ликвидации от 15.08.2018, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте для расчётных небанковских кредитных организаций от 13.04.2018;658 652 000;651 215 000;;;;;;;;;;;4 245 000;129 000;;;;;;;;;;;14 858 000;2 022 000;;;;;;;;;;;0;0;;;;;;;;;;;350 000;350 000;;;;;;;;;;;0;0;;;;;;;;;;;0;0;;;;;;;;;;;350 000;350 000;;;;;;;;;;;63 147 000;64 518 000;;;;;;;;;;;0;0;;;;;;;;;;
25;УРАЛЛИГА, ЗАО КБ;1626;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КОММЕРЧЕСКИЙ БАНК ""УРАЛЛИГА""";454091, Челябинская обл, г. Челябинск, ул. Свободы, д. 83;Сергеев Андрей Николаевич;20.11.1991;27,0;;Ликвидируется;047501742;Челябинская область;Непубличные акционерные общества;Частная собственность;55 000 000;;Находится в стадии ликвидации от 04.04.2014, Решение о признании должника банкротом и открытии конкурсного производства от 17.01.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;КОНТИНЕНТ ФИНАНС (ПАО), НКО;149;"НЕБАНКОВСКАЯ КРЕДИТНАЯ ОРГАНИЗАЦИЯ ""КОНТИНЕНТ ФИНАНС"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";109147, г. Москва, ул. Марксистская, д. 20 стр. 8;Алейникова Людмила Дмитриевна;04.08.1989;29,5;;Ликвидируется;044525469;Москва;Публичные акционерные общества;Смешанная российская собственность с долями федеральной собственности и собственности субъектов Российской Федерации;55 500 000;;Находится в стадии ликвидации от 09.11.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 09.08.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;НОВЫЙ СИМВОЛ (АО), БАНК;370;"УНИВЕРСАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК ГУМАНИТАРНЫХ ИНВЕСТИЦИЙ ""НОВЫЙ СИМВОЛ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";123007, г. Москва, проезд Силикатный 2-Й, д. 8;Хамчич Максим Александрович;09.08.1990;28,5;;Ликвидируется;044525209;Москва;Непубличные акционерные общества;Частная собственность;58 760 000;;Находится в стадии ликвидации от 07.05.2018, Отозвана Генеральная лицензия на осуществление банковских операций от 27.11.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;НКБ, ООО КБ;2942;"КОММЕРЧЕСКИЙ БАНК ""НКБ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";105064, г. Москва, ул. Земляной Вал, д. 34А стр. 1;Свистунов Аркадий Николаевич;29.06.1994;24,5;;Ликвидируется;044525179;Москва;Общества с ограниченной ответственностью;Частная собственность;60 000 000;;Находится в стадии ликвидации от 05.05.2017, Отозвана Лицензия на привлечение во вклады и размещение драгоценных металлов от 29.12.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;ВОЛОГДАБАНК, АО;992;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛОГДАБАНК""";160001, Вологодская обл., г. Вологда, ул. Мира, д. 36;Морсков Дмитрий Геннадьевич;28.11.1990;28,0;;Ликвидируется;041909717;Вологодская область;Непубличные акционерные общества;Частная собственность;60 119 723;;Находится в стадии ликвидации от 31.01.2018, Отозвана Лицензия на привлечение во вклады денежных средств физических лиц в рублях и иностранной валюте от 19.12.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;КЛИЕНТСКИЙ (АО), БАНК;2324;"БАНК ""КЛИЕНТСКИЙ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)";119526, г. Москва, проспект Вернадского, д. 97 корп. 3;Ляненко Сергей Игоревич;29.04.1993;25,5;;Ликвидируется;044525932;Москва;Непубличные акционерные общества;Частная собственность;62 810 000;;Находится в стадии ликвидации от 16.11.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 03.07.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;ЕВРОСИБ БАНК, ОАО;594;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕВРОСИБ БАНК""";196247, г. Санкт-Петербург, пл. Конституции, д. 3 корп. А офис 7Н;Шубин Герман Александрович;28.07.1992;26,5;;Ликвидируется;044030934;Санкт-Петербург;Публичные акционерные общества;Частная собственность;69 000 000;;Находится в стадии ликвидации от 26.11.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 07.07.2014, Решение о признании должника банкротом и открытии конкурсного производства от 08.09.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;КРЕДИТБАНКК, ОАО ККБ;1035;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО КАЛМЫЦКИЙ КОММЕРЧЕСКИЙ БАНК ""КРЕДИТБАНК""";358000, Калмыкия респ., г. Элиста, ул. Им Ю.Нейман, д. 3А;Валлен Олег Эрлинович;29.11.1990;28,0;;Ликвидируется;048580724;Калмыкия (Республика);Публичные акционерные общества;Частная собственность;69 082 000;;Находится в стадии ликвидации от 10.03.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 16.10.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;БАНК-Т (ОАО);625;БАНК - Т (ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО);123610, г. Москва, набережная Краснопресненская, д. 12(Бизнес-центр «Центр Международной Торговли»);Мащев Александр Борисович;19.10.1990;28,0;;Ликвидируется;044525436;Москва;Публичные акционерные общества;Совместная частная и иностранная собственность;70 000 000;;Находится в стадии ликвидации от 03.02.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 26.11.2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;ОЛМА-БАНК (ООО), ИКБ;3250;"ИНВЕСТИЦИОННО-КОММЕРЧЕСКИЙ БАНК ""ОЛМА-БАНК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ)";103051, г. Москва, ул. Садовая-Каретная, д. 20 корп. 1;Селезнев Михаил Игоревич;18.04.1995;23,5;;Ликвидируется;044525295;Москва;Общества с ограниченной ответственностью;Частная собственность;71 000 000;;Находится в стадии ликвидации от 20.03.2017, Отозвана Лицензия на осуществление банковских операций со средствами в рублях и иностранной валюте (без права привлечения во вклады денежных средств физических лиц) от 18.11.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;ЕИБ ЗАО, АКБ;2503;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""ЕВРОПЕЙСКИЙ ИНДУСТРИАЛЬНЫЙ БАНК"" (ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";119049, г. Москва, ул. Коровий Вал, д. 9(Офисное здание);Леванов Виталий Алексеевич;21.09.1993;25,5;;Ликвидируется;044525703;Москва;Непубличные акционерные общества;Частная собственность;74 000 000;;Находится в стадии ликвидации от 19.12.2013, Решение о признании должника банкротом и открытии конкурсного производства от 01.11.2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;ПЛАТО-БАНК, ООО;2071;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАТО-БАНК""";620102, Свердловская обл, г. Екатеринбург, ул. Шаумяна, д. 73;Сергеев Андрей Николаевич;09.09.1992;26,5;;Ликвидируется;046577851;Свердловская область;Общества с ограниченной ответственностью;Частная собственность;76 000 500;;Находится в стадии ликвидации от 10.08.2015, Отозвана Генеральная лицензия на осуществление банковских операций от 13.05.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
